"code","id","instrument","Date","satellite_id","strip_id","quality_category","clear_confidence_percent","clear_percent","sun_elevation","sun_azimuth","view_angle"
"DAE","20190109_150058_0f53","PS2",2019-01-09,"0f53","2010891","standard",96,96,24.5,144.6,1.4
"LAB","20181012_152614_0e16","PS2",2018-10-12,"0e16","1763025","standard",100,100,41.7,148.4,0.1
"LAB","20181013_151238_0f4a","PS2",2018-10-13,"0f4a","1765531","standard",98,98,40,144.9,0.2
"LAB","20181013_151239_0f4a","PS2",2018-10-13,"0f4a","1765531","standard",99,99,40,144.9,0.1
"LAB","20181018_152543_0e20","PS2",2018-10-18,"0e20","1776703","standard",99,99,39.8,149.8,0.1
"LAB","20181021_152847_1014","PS2",2018-10-21,"1014","1781696","standard",100,100,39.2,151.5,0.2
"LAB","20181022_152725_1001","PS2",2018-10-22,"1001","1784029","standard",99,99,38.9,151.6,2.1
"LAB","20181024_151151_104a","PS2",2018-10-24,"104a","1789869","standard",98,98,36.5,147.3,0.1
"LAB","20181024_153008_0f34","PS2",2018-10-24,"0f34","1789276","standard",99,99,38.4,152.4,0.5
"LAB","20181030_150957_0f2d","PS2",2018-10-30,"0f2d","1805706","standard",99,99,34.7,148.3,0.1
"LAB","20181030_152841_100c","PS2",2018-10-30,"100c","1805222","standard",99,99,36.4,153.3,0.2
"LAB","20181030_152842_100c","PS2",2018-10-30,"100c","1805222","standard",100,100,36.5,153.2,0.2
"LAB","20181103_151035_0f33","PS2",2018-11-03,"0f33","1815686","standard",98,98,33.5,148.9,0.1
"LAB","20181103_152547_0e0f","PS2",2018-11-03,"0e0f","1814856","standard",98,98,35.1,153.2,0.1
"LAB","20181104_150911_104a","PS2",2018-11-04,"104a","1818323","standard",98,98,33.1,149,0.1
"LAB","20181106_152859_103b","PS2",2018-11-06,"103b","1824194","standard",78,78,34.5,154.4,0.1
"LAB","20181107_152938_1008","PS2",2018-11-07,"1008","1826486","standard",99,99,34.3,154.6,0
"LAB","20181110_152912_103c","PS2",2018-11-10,"103c","1835123","standard",97,97,33.4,154.9,0.1
"LAB","20181110_152913_103c","PS2",2018-11-10,"103c","1835123","standard",98,98,33.4,154.9,0.1
"LAB","20181111_152853_1014","PS2",2018-11-11,"1014","1838087","standard",99,99,33.1,154.9,0.1
"LAB","20181116_152912_101f","PS2",2018-11-16,"101f","1852518","standard",79,79,31.8,155.3,0.1
"LAB","20181117_150826_0f46","PS2",2018-11-17,"0f46","1855508","standard",97,97,29.7,150,0.2
"LAB","20181117_153004_100a","PS2",2018-11-17,"100a","1855615","standard",99,99,31.6,155.5,0.2
"LAB","20181118_150720_1052","PS2",2018-11-18,"1052","1858776","standard",56,56,29.3,150,0.1
"LAB","20181118_153127_0f52","PS2",2018-11-18,"0f52","1858134","standard",50,50,31.4,155.7,2.3
"LAB","20181121_152947_1039","PS2",2018-11-21,"1039","1866632","standard",100,100,30.7,155.6,0.1
"LAB","20181121_152948_1039","PS2",2018-11-21,"1039","1866632","standard",100,100,30.7,155.6,0.1
"LAB","20181122_153007_1013","PS2",2018-11-22,"1013","1869285","standard",99,99,30.5,155.7,0.6
"LAB","20181125_152855_1024","PS2",2018-11-25,"1024","1877528","standard",64,64,29.8,155.5,0.3
"LAB","20181127_152810_103b","PS2",2018-11-27,"103b","1882683","standard",74,74,29.5,155.7,5
"LAB","20181201_152812_103c","PS2",2018-12-01,"103c","1893630","standard",93,93,28.8,155.7,4
"LAB","20181203_150516_1054","PS2",2018-12-03,"1054","1900432","standard",77,77,26.1,149.8,0
"LAB","20181203_152938_102c","PS2",2018-12-03,"102c","1901646","standard",96,96,28.3,155.5,0
"LAB","20181204_153059_1042","PS2",2018-12-04,"1042","1902636","standard",99,99,28.2,155.7,2.2
"LAB","20181204_153100_1042","PS2",2018-12-04,"1042","1902636","standard",99,99,28.3,155.6,2.2
"LAB","20181207_150505_1050","PS2",2018-12-07,"1050","1912034","standard",87,87,25.5,149.5,0
"LAB","20181207_150506_1050","PS2",2018-12-07,"1050","1912034","standard",90,90,25.4,149.5,0
"LAB","20181211_150416_0f44","PS2",2018-12-11,"0f44","1923741","standard",95,95,24.9,149.2,0.1
"LAB","20181211_150417_0f44","PS2",2018-12-11,"0f44","1923741","standard",95,95,24.8,149.2,0.1
"LAB","20181211_153015_0f35","PS2",2018-12-11,"0f35","1923220","standard",96,96,27.3,155.1,0.1
"LAB","20181216_152235_0e19","PS2",2018-12-16,"0e19","1939524","standard",94,94,26.3,153.5,4.9
"LAB","20181217_153134_1006","PS2",2018-12-17,"1006","1940871","standard",99,99,26.7,154.7,1.6
"LAB","20181217_153135_1006","PS2",2018-12-17,"1006","1940871","standard",98,98,26.7,154.7,1.6
"LAB","20181218_153103_0f28","PS2",2018-12-18,"0f28","1944142","standard",93,93,26.7,154.8,0.1
"LAB","20181223_150219_104b","PS2",2018-12-23,"104b","1958443","standard",96,96,23.7,147.6,0
"LAB","20181223_153045_1008","PS2",2018-12-23,"1008","1957872","standard",100,100,26.5,154.1,0.1
"LAB","20181224_152644_0e20","PS2",2018-12-24,"0e20","1961255","standard",99,99,26,152.9,0.2
"LAB","20181225_153023_1038","PS2",2018-12-25,"1038","1964039","standard",97,97,26.5,153.8,0.2
"LAB","20181226_153004_103c","PS2",2018-12-26,"103c","1967062","standard",98,98,26.4,153.7,0.6
"LAB","20181227_153020_1035","PS2",2018-12-27,"1035","1970268","standard",70,70,26.4,153.5,0.1
"LAB","20181229_150148_0f2d","PS2",2018-12-29,"0f2d","1976701","standard",84,84,23.4,146.7,0.2
"LAB","20181229_153044_1011","PS2",2018-12-29,"1011","1976372","standard",96,96,26.4,153.3,0
"LAB","20190109_153055_1009","PS2",2019-01-09,"1009","2009142","standard",99,99,27,151.6,0.2
"LAB","20190111_153047_1040","PS2",2019-01-11,"1040","2014764","standard",100,100,27.2,151.4,0.1
"LAB","20190111_153230_1006","PS2",2019-01-11,"1006","2014767","standard",99,99,27.1,151.4,2.3
"LAB","20190118_145903_0f44","PS2",2019-01-18,"0f44","2035281","standard",94,94,24.5,142.8,0.1
"LAB","20190118_145904_0f44","PS2",2019-01-18,"0f44","2035281","standard",96,96,24.4,142.8,0.1
"LAB","20190121_153029_1035","PS2",2019-01-21,"1035","2044556","standard",99,99,28.6,149.6,1.3
"LAB","20190122_153154_100e","PS2",2019-01-22,"100e","2047432","standard",99,99,28.7,149.5,0
"LAB","20190125_145804_1053","PS2",2019-01-25,"1053","2057060","standard",98,98,25.4,141.2,0
"LAB","20190125_153109_0f15","PS2",2019-01-25,"0f15","2057387","standard",98,98,29.4,149.1,3.9
"LAB","20190126_152946_1029","PS2",2019-01-26,"1029","2060801","standard",99,99,29.5,148.6,2
"LAB","20190127_145848_1049","PS2",2019-01-27,"1049","2063480","standard",90,90,25.8,140.7,4
"LAB","20190205_145526_0f4b","PS2",2019-02-05,"0f4b","2092764","standard",96,96,27.5,138.5,0.1
"LAB","20190205_153201_1013","PS2",2019-02-05,"1013","2090934","standard",99,99,31.9,147.1,1
"LAB","20190205_153202_1013","PS2",2019-02-05,"1013","2090934","standard",98,98,31.9,147,1
"LAB","20190208_145321_100d","PS2",2019-02-08,"100d","2100043","standard",92,92,28.1,137.8,5.1
"LAB","20190208_153030_1024","PS2",2019-02-08,"1024","2100223","standard",97,97,32.7,146.3,1
"LAB","20190213_153248_1034","PS2",2019-02-13,"1034","2115087","standard",99,99,34.2,145.7,3
"LAB","20190213_153249_1034","PS2",2019-02-13,"1034","2115087","standard",98,98,34.2,145.6,3
"LAB","20190214_145255_0f3c","PS2",2019-02-14,"0f3c","2119539","standard",96,96,29.7,136.5,5
"LAB","20190225_153108_0f4e","PS2",2019-02-25,"0f4e","2151219","standard",98,98,38.1,143.7,4.3
"LAB","20190226_145128_104a","PS2",2019-02-26,"104a","2153529","standard",93,93,33.1,133.2,5
"LAB","20190226_153116_0f25","PS2",2019-02-26,"0f25","2153928","standard",98,98,38.5,143.5,5
"LAB","20190228_153147_1021","PS2",2019-02-28,"1021","2160653","standard",83,83,39.1,142.8,0
"LAB","20190306_153406_1006","PS2",2019-03-06,"1006","2180676","standard",99,99,41.3,141.8,5
"LAB","20190307_145249_1043","PS2",2019-03-07,"1043","2183555","standard",97,97,35.9,130.7,4.9
"LAB","20190312_145027_0f4b","PS2",2019-03-12,"0f4b","2197263","standard",96,96,37.5,129.4,0.1
"LAB","20190312_145027_1_0f4b","PS2",2019-03-12,"0f4b","2197263","standard",94,94,37.5,129.4,0.1
"LAB","20190312_153212_1032","PS2",2019-03-12,"1032","2198928","standard",68,68,43.5,140.5,0.9
"LAB","20190314_153017_1042","PS2",2019-03-14,"1042","2203290","standard",100,100,44.4,140.1,7.5
"LAB","20190318_145154_0f36","PS2",2019-03-18,"0f36","2213494","standard",97,97,39.5,127.8,3
"LAB","20190319_153345_103c","PS2",2019-03-19,"103c","2216730","standard",97,97,46.1,139.2,3
"LAB","20190323_145045_101c","PS2",2019-03-23,"101c","2227146","standard",99,99,41.1,126.1,5
"LAB","20190323_145046_101c","PS2",2019-03-23,"101c","2227146","standard",99,99,41,126.1,4.9
"LAB","20190323_153335_0f34","PS2",2019-03-23,"0f34","2227882","standard",100,100,47.7,138.6,0.3
"LAB","20190324_153321_0f15","PS2",2019-03-24,"0f15","2229776","standard",95,95,48.1,138.3,1.1
"STA","20181116_151739_0f32","PS2",2018-11-16,"0f32","1853023","standard",99,99,30.1,150,0.1
"STA","20181116_153436_0e20","PS2",2018-11-16,"0e20","1852532","standard",87,87,31.7,154.3,0
"STA","20181117_151653_104e","PS2",2018-11-17,"104e","1855998","standard",100,100,29.8,150,0.2
"STA","20181117_153904_1038","PS2",2018-11-17,"1038","1855383","standard",99,99,31.8,155.4,0
"STA","20181119_151615_0f3b","PS2",2018-11-19,"0f3b","1861663","standard",94,94,29.3,150,0
"STA","20181119_153836_1035","PS2",2018-11-19,"1035","1861015","standard",99,99,31.3,155.4,0
"STA","20181119_153837_1035","PS2",2018-11-19,"1035","1861015","standard",99,99,31.3,155.4,0.1
"STA","20181120_153714_100e","PS2",2018-11-20,"100e","1863855","standard",90,90,31.2,155.5,3.6
"STA","20181121_153905_1011","PS2",2018-11-21,"1011","1866656","standard",99,99,30.9,155.6,0
"STA","20181122_151739_0f4a","PS2",2018-11-22,"0f4a","1869771","standard",99,99,28.6,150.1,2.3
"STA","20181122_153859_0f34","PS2",2018-11-22,"0f34","1869303","standard",99,99,30.7,155.8,0.6
"STA","20181123_153935_0f15","PS2",2018-11-23,"0f15","1871848","standard",96,96,30.5,155.8,0
"STA","20181123_153936_0f15","PS2",2018-11-23,"0f15","1871848","standard",0,0,30.5,155.8,0
"STA","20181204_153833_102e","PS2",2018-12-04,"102e","1902662","standard",98,98,28.5,155.5,0.1
"STA","20181206_151414_104d","PS2",2018-12-06,"104d","1909043","standard",85,85,25.8,149.6,0.1
"STA","20181211_151303_0f33","PS2",2018-12-11,"0f33","1923677","standard",95,95,25.1,149.2,0.1
"STA","20181211_153756_102c","PS2",2018-12-11,"102c","1923238","standard",96,96,27.5,155,0.1
"STA","20181216_151308_0f4a","PS2",2018-12-16,"0f4a","1938267","standard",98,98,24.5,148.7,0.2
"STA","20181216_153921_101e","PS2",2018-12-16,"101e","1938222","standard",99,99,27,154.7,0
"STA","20181222_151129_0f3d","PS2",2018-12-22,"0f3d","1955763","standard",98,98,23.9,147.8,0.1
"STA","20181223_153857_100c","PS2",2018-12-23,"100c","1957895","standard",96,96,26.5,153.9,0.5
"STA","20181224_151122_0f1a","PS2",2018-12-24,"0f1a","1960773","standard",97,97,23.8,147.4,0.1
"STA","20181226_153425_0e2f","PS2",2018-12-26,"0e2f","1967560","standard",94,94,26.1,152.7,4
"STA","20190109_153808_1029","PS2",2019-01-09,"1029","2014199","standard",98,98,27.1,151.4,2.5
"STA","20190110_153931_1012","PS2",2019-01-10,"1012","2011874","standard",98,98,27.3,151.4,0.1
"STA","20190111_154208_1018","PS2",2019-01-11,"1018","2014793","standard",96,96,27.3,151.5,3.4
"STA","20190122_150747_0f4a","PS2",2019-01-22,"0f4a","2047309","standard",98,98,25.2,142,0.2
"STA","20190122_153936_103e","PS2",2019-01-22,"103e","2047463","standard",98,98,28.9,149.4,0.4
"STA","20190125_153942_1032","PS2",2019-01-25,"1032","2057801","standard",98,98,29.5,148.8,2
"STA","20190126_153950_1025","PS2",2019-01-26,"1025","2060467","standard",97,97,29.6,148.5,0.1
"STA","20190127_150732_104a","PS2",2019-01-27,"104a","2064031","standard",48,48,25.9,140.7,5
"STA","20190128_153810_103c","PS2",2019-01-28,"103c","2066658","standard",95,95,30.2,148.3,5
"STA","20190130_154010_1002","PS2",2019-01-30,"1002","2072936","standard",98,98,30.5,147.9,2.1
"STA","20190131_150617_0f36","PS2",2019-01-31,"0f36","2076710","standard",96,96,26.7,139.8,1
"STA","20190131_154039_1042","PS2",2019-01-31,"1042","2075992","standard",97,97,30.8,147.9,1.1
"STA","20190201_154026_103a","PS2",2019-02-01,"103a","2078730","standard",96,96,31.1,147.7,1
"STA","20190202_150351_0f2d","PS2",2019-02-02,"0f2d","2082642","standard",95,95,27,139.2,5
"STA","20190204_153905_1012","PS2",2019-02-04,"1012","2088122","standard",97,97,31.8,147.1,4
"STA","20190204_153906_1012","PS2",2019-02-04,"1012","2088122","standard",97,97,31.9,147.1,4
"STA","20190205_150410_100d","PS2",2019-02-05,"100d","2091700","standard",96,96,27.6,138.5,2.1
"STA","20190205_154157_0f34","PS2",2019-02-05,"0f34","2090969","standard",95,95,32.1,147.1,1.2
"STA","20190207_154218_1003","PS2",2019-02-07,"1003","2097241","standard",85,85,32.5,146.4,5
"STA","20190208_150158_0f21","PS2",2019-02-08,"0f21","2100894","standard",49,49,28.3,137.7,5.1
"STA","20190218_153818_103b","PS2",2019-02-18,"103b","2129727","standard",92,92,35.9,144.5,5
"STA","20190218_154014_0f17","PS2",2019-02-18,"0f17","2130326","standard",95,95,36,144.8,5
"STA","20190226_150024_1050","PS2",2019-02-26,"1050","2153566","standard",90,90,33.2,133.2,5.1
"STA","20190306_145825_0f2a","PS2",2019-03-06,"0f2a","2179606","standard",99,99,35.7,131,5
"STA","20190306_153446_0e3a","PS2",2019-03-06,"0e3a","2179803","standard",96,96,40.8,140.2,4
"STA","20190306_153447_0e3a","PS2",2019-03-06,"0e3a","2179803","standard",98,98,40.8,140.1,4
"STA","20190312_161908_53_1067","PS2.SD",2019-03-12,"1067","2197146","standard",68,68,47.8,152.5,2.1
"STA","20190313_150017_0f3d","PS2",2019-03-13,"0f3d","2200238","standard",85,85,38,129.1,2
"STA","20190313_154147_1015","PS2",2019-03-13,"1015","2201058","standard",79,79,44,140.2,3
"STA","20190317_153852_1005","PS2",2019-03-17,"1005","2212889","standard",52,52,45.6,139.3,5
"STA","20190318_145800_0f3c","PS2",2019-03-18,"0f3c","2213518","standard",99,99,39.7,127.7,5
"STA","20190319_154108_0f17","PS2",2019-03-19,"0f17","2216757","standard",47,47,46.4,139.2,3
"STA","20190319_154419_0f28","PS2",2019-03-19,"0f28","2216520","standard",69,69,46.3,139.3,5
"STA","20190319_154421_0f28","PS2",2019-03-19,"0f28","2216520","standard",56,56,46.3,139.3,5
"STA","20190322_153952_1034","PS2",2019-03-22,"1034","2224701","standard",100,100,47.5,138.4,4
"STA","20190322_154219_102e","PS2",2019-03-22,"102e","2224408","standard",98,98,47.4,138.5,1
"STA","20190322_154220_102e","PS2",2019-03-22,"102e","2224408","standard",99,99,47.4,138.4,1
"STA","20190323_155054_84_1057","PS2.SD",2019-03-23,"1057","2226855","standard",99,99,48.9,140.9,1.1
"STA","20190327_145822_1048","PS2",2019-03-27,"1048","2236181","standard",98,98,42.5,124.8,1
"STA","20190327_154838_40_1057","PS2.SD",2019-03-27,"1057","2236747","standard",99,99,50.5,140.1,4
"STA","20190327_155030_70_105f","PS2.SD",2019-03-27,"105f","2236754","standard",100,100,50.4,140.1,1
"STA","20190328_155055_93_105a","PS2.SD",2019-03-28,"105a","2239486","standard",100,100,50.8,140.1,1
"STA","20190329_153858_1001","PS2",2019-03-29,"1001","2241883","standard",76,76,50,136.6,4
"STA","20190403_145759_0f3c","PS2",2019-04-03,"0f3c","2255977","standard",98,98,44.7,122.7,2
"STA","20190403_153944_101e","PS2",2019-04-03,"101e","2256001","standard",98,98,51.8,135.5,5
"STA","20190403_153946_101e","PS2",2019-04-03,"101e","2256001","standard",98,98,51.9,135.4,5
"STA","20190403_154412_1038","PS2",2019-04-03,"1038","2255117","standard",99,99,51.8,135.7,5
"STA","20190404_145641_0f53","PS2",2019-04-04,"0f53","2257320","standard",98,98,45.1,122.3,1.4
"STA","20190404_145750_1048","PS2",2019-04-04,"1048","2258438","standard",99,99,45,122.2,3
"STA","20190404_153359_0e0e","PS2",2019-04-04,"0e0e","2261765","standard",99,99,51,132.8,0.1
"STA","20190410_145501_1053","PS2",2019-04-10,"1053","2273383","standard",100,100,46.7,120.1,1
"STA","20190411_145713_1_0f3c","PS2",2019-04-11,"0f3c","2276145","standard",79,79,47.1,119.9,3
"STA","20190415_155924_54_105c","PS2.SD",2019-04-15,"105c","2286752","standard",100,100,58.8,139.9,5
"STA","20190416_153942_1040","PS2",2019-04-16,"1040","2289374","standard",100,100,56.3,131.9,5
"STA","20190416_154238_1004","PS2",2019-04-16,"1004","2289652","standard",100,100,56.2,131.9,1
"STA","20190422_145221_0f33","PS2",2019-04-22,"0f33","2302857","standard",95,95,49.8,115.8,5
"STA","20190422_145222_0f33","PS2",2019-04-22,"0f33","2302857","standard",97,97,49.8,115.8,5
"STA","20190422_153702_0e0f","PS2",2019-04-22,"0e0f","2303113","standard",99,99,57.1,128,2
"STA","20190424_154051_1044","PS2",2019-04-24,"1044","2308840","standard",95,95,58.6,129.4,2.9
"STA","20190424_154052_1044","PS2",2019-04-24,"1044","2308840","standard",97,97,58.7,129.3,3
"STA","20190424_154953_82_1061","PS2.SD",2019-04-24,"1061","2312220","standard",69,69,60.2,132.8,5
"STA","20190427_154247_103d","PS2",2019-04-27,"103d","2317371","standard",97,97,59.5,128.4,1
"STA","20190430_161642_66_1063","PS2.SD",2019-04-30,"1063","2324636","standard",100,100,65.2,141.6,1
"YLT","20200903_151104_56_2206","PSB.SD",2020-09-03,"2206","3698950","standard",99,99,49.4,129.8,3
"YLT","20200904_132451_0f2b","PS2",2020-09-04,"0f2b","3702146","standard",98,98,30.3,105.4,4
"YLT","20200904_132452_0f2b","PS2",2020-09-04,"0f2b","3702146","standard",100,100,30.3,105.4,4
"YLT","20200905_151323_58_2263","PSB.SD",2020-09-05,"2263","3703797","standard",100,100,49.7,132,4
"YLT","20200905_151325_95_2263","PSB.SD",2020-09-05,"2263","3703797","standard",99,99,49.7,131.8,4
"YLT","20200906_153745_1025","PS2",2020-09-06,"1025","3706971","standard",100,100,52.5,139.8,0.1
"YLT","20200906_160715_90_1058","PS2.SD",2020-09-06,"1058","3707105","standard",100,100,56.2,152.1,5
"YLT","20200906_160717_40_1058","PS2.SD",2020-09-06,"1058","3707105","standard",100,100,56.2,152,5
"YLT","20200908_161007_17_1061","PS2.SD",2020-09-08,"1061","3713193","standard",98,98,55.4,152.8,2.1
"YLT","20200911_154039_1013","PS2",2020-09-11,"1013","3720966","standard",94,94,51.2,142.5,5
"YLT","20200911_154040_1013","PS2",2020-09-11,"1013","3720966","standard",92,92,51.2,142.4,5
"YLT","20200913_160935_42_1058","PS2.SD",2020-09-13,"1058","3724873","standard",44,44,53.9,155,1.1
"YLT","20200913_160936_93_1058","PS2.SD",2020-09-13,"1058","3724873","standard",46,46,53.9,154.9,1.1
"YLT","20200915_154001_1004","PS2",2020-09-15,"1004","3729968","standard",95,95,50,144,4.1
"YLT","20200916_131923_0f2a","PS2",2020-09-16,"0f2a","3736441","standard",49,49,27.7,109.8,4.5
"YLT","20200919_151632_22_2277","PSB.SD",2020-09-19,"2277","3740281","standard",44,44,45.9,138.1,5
"YLT","20200919_151634_61_2277","PSB.SD",2020-09-19,"2277","3740281","standard",53,53,46,138,5
"YLT","20200920_132101_0f46","PS2",2020-09-20,"0f46","3743364","standard",100,100,26.9,111.3,0.1
"YLT","20200920_153631_1014","PS2",2020-09-20,"1014","3743388","standard",100,100,48.5,145.8,5
"YLT","20200920_153632_1014","PS2",2020-09-20,"1014","3743388","standard",99,99,48.6,145.8,5
"YLT","20200922_155017_28_105c","PS2.SD",2020-09-22,"105c","3748457","standard",100,100,49.3,151.2,3
"YLT","20200923_153944_0f28","PS2",2020-09-23,"0f28","3751552","standard",62,62,47.8,147.6,2
"YLT","20200928_153901_0f17","PS2",2020-09-28,"0f17","3765370","standard",96,96,46.3,149.4,3
"YLT","20200928_160456_24_227c","PSB.SD",2020-09-28,"227c","3765007","standard",69,69,48.3,158,0.1
"YLT","20200928_160501_57_2256","PSB.SD",2020-09-28,"2256","3765196","standard",67,67,48.4,157.9,0.1
"YLT","20200929_160413_37_2254","PSB.SD",2020-09-29,"2254","3767751","standard",97,97,48,158.2,0.1
"YLT","20200930_151300_24_2206","PSB.SD",2020-09-30,"2206","3771485","standard",96,96,42.1,141,5.1
"YLT","20200930_153925_1012","PS2",2020-09-30,"1012","3771246","standard",100,100,45.4,149.5,3
"YLT","20201001_153940_1035","PS2",2020-10-01,"1035","3773607","standard",100,100,45,149.8,4
"YLT","20201002_161152_37_1066","PS2.SD",2020-10-02,"1066","3776511","standard",50,50,47.3,161.1,4.1
"YLT","20201002_161153_88_1066","PS2.SD",2020-10-02,"1066","3776511","standard",90,90,47.4,161.1,4.1
"YLT","20201003_153647_1003","PS2",2020-10-03,"1003","3779333","standard",100,100,44.4,150.2,1
"YLT","20201004_151254_21_2304","PSB.SD",2020-10-04,"2304","3782087","standard",73,73,41.7,143.7,5.1
"YLT","20201004_153653_83_106b","PS2.SD",2020-10-04,"106b","3782862","standard",55,55,44,150.4,1
"YLT","20201005_151741_55_2278","PSB.SD",2020-10-05,"2278","3785147","standard",99,99,41.2,144.1,4.9
"YLT","20201005_153708_1035","PS2",2020-10-05,"1035","3785881","standard",99,99,43.8,151,3
"YLT","20201006_131703_1053","PS2",2020-10-06,"1053","3789170","standard",100,100,23.1,116.7,0.9
"YLT","20201007_151652_94_2259","PSB.SD",2020-10-07,"2259","3791404","standard",99,99,40.6,144.9,1.1
"YLT","20201007_151655_13_2259","PSB.SD",2020-10-07,"2259","3791404","standard",100,100,40.7,144.8,1.1
"YLT","20201008_151256_34_2257","PSB.SD",2020-10-08,"2257","3793973","standard",99,99,40.4,144.8,4.9
"YLT","20201008_153632_15_106b","PS2.SD",2020-10-08,"106b","3793870","standard",100,100,42.6,151.5,2
"YLT","20201008_160451_24_2412","PSB.SD",2020-10-08,"2412","3793340","standard",99,99,44.8,160.6,0.1
"YLT","20201008_160453_59_2412","PSB.SD",2020-10-08,"2412","3793340","standard",100,100,45,160.5,0.1
"YLT","20201009_151248_02_2206","PSB.SD",2020-10-09,"2206","3796595","standard",88,88,39.4,144,5.1
"YLT","20201009_151250_24_2206","PSB.SD",2020-10-09,"2206","3796595","standard",78,78,39.5,143.9,5.1
"YLT","20201009_153548_103c","PS2",2020-10-09,"103c","3797228","standard",96,96,42.5,152,4
"YLT","20201009_154125_0f34","PS2",2020-10-09,"0f34","3796667","standard",71,71,42.6,152.8,2.9
"YLT","20201014_151628_0e26","PS2",2020-10-14,"0e26","3812274","standard",77,77,39,147.6,5
"YLT","20201014_154045_1038","PS2",2020-10-14,"1038","3810654","standard",100,100,40.8,153.7,5.1
"YLT","20201015_131737_1048","PS2",2020-10-15,"1048","3812524","standard",99,99,20.9,119.5,3
"YLT","20201015_151729_72_2277","PSB.SD",2020-10-15,"2277","3812871","standard",93,93,38.2,147.2,3
"YLT","20201015_151731_91_2277","PSB.SD",2020-10-15,"2277","3812871","standard",99,99,38.3,147.1,3
"YLT","20201017_152430_0e3a","PS2",2020-10-17,"0e3a","3822201","standard",99,99,38.1,149.8,5.7
"YLT","20201017_160233_26_2402","PSB.SD",2020-10-17,"2402","3818371","standard",91,91,41.8,162.3,4.9
"YLT","20201018_131550_1052","PS2",2020-10-18,"1052","3820818","standard",90,90,20.1,120.3,2
"YLT","20201018_160424_34_2274","PSB.SD",2020-10-18,"2274","3821785","standard",62,62,41.4,162.6,1.5
"YLT","20201018_160426_70_2274","PSB.SD",2020-10-18,"2274","3821785","standard",70,70,41.6,162.5,1.5
"YLT","20201019_160943_51_1064","PS2.SD",2020-10-19,"1064","3824665","standard",99,99,41.5,164.8,3
"YLT","20201020_154022_1013","PS2",2020-10-20,"1013","3826838","standard",100,100,38.9,154.9,5
"YLT","20201020_161105_23_1059","PS2.SD",2020-10-20,"1059","3827130","standard",99,99,41.2,165,0.5
"YLT","20201023_154108_0f4e","PS2",2020-10-23,"0f4e","3834395","standard",100,100,37.9,156.1,3.4
"YLT","20201023_160601_27_2419","PSB.SD",2020-10-23,"2419","3834891","standard",99,99,39.7,163.3,5
"YLT","20201024_131513_1_0f44","PS2",2020-10-24,"0f44","3836422","standard",96,96,18.7,121.9,0.2
"YLT","20201024_131514_0f44","PS2",2020-10-24,"0f44","3836422","standard",98,98,18.6,121.9,0.1
"YLT","20201024_151643_68_222f","PSB.SD",2020-10-24,"222f","3837146","standard",99,99,35.5,149.4,3.1
"YLT","20201030_153615_1009","PS2",2020-10-30,"1009","3853393","standard",83,83,35.8,156.4,3
"YLT","20201030_160556_75_2402","PSB.SD",2020-10-30,"2402","3853256","standard",43,43,37.5,164.1,4.1
"YLT","20201030_160710_46_241c","PSB.SD",2020-10-30,"241c","3853248","standard",55,55,37.4,164.2,5
"YLT","20201102_160234_59_2413","PSB.SD",2020-11-02,"2413","3861654","standard",98,98,36.5,164.4,4
"YLT","20201102_160654_92_227b","PSB.SD",2020-11-02,"227b","3862028","standard",99,99,36.5,164.4,5
"YLT","20201103_160253_97_2403","PSB.SD",2020-11-03,"2403","3865668","standard",97,97,36.2,164.4,4
"YLT","20201103_160411_03_227a","PSB.SD",2020-11-03,"227a","3864421","standard",99,99,36.2,164.5,1
"YLT","20201104_151347_85_2304","PSB.SD",2020-11-04,"2304","3868348","standard",99,99,32.4,151.3,5.1
"YLT","20201104_151350_07_2304","PSB.SD",2020-11-04,"2304","3868348","standard",99,99,32.5,151.3,5.1
"YLT","20201105_151349_10_220b","PSB.SD",2020-11-05,"220b","3870762","standard",98,98,31.6,150.4,5
"YLT","20201107_151826_96_227e","PSB.SD",2020-11-07,"227e","3876659","standard",99,99,31.6,152.1,3.4
"YLT","20201107_151829_23_227e","PSB.SD",2020-11-07,"227e","3876659","standard",100,100,31.7,152.1,3.4
"YLT","20201107_153711_1003","PS2",2020-11-07,"1003","3877843","standard",100,100,33.3,157.3,0
"YLT","20201107_153712_1003","PS2",2020-11-07,"1003","3877843","standard",99,99,33.4,157.3,0.1
"YLT","20201108_153722_1012","PS2",2020-11-08,"1012","3880095","standard",99,99,33.2,157.6,1
"YLT","20201109_131347_1053","PS2",2020-11-09,"1053","3882675","standard",98,98,14.6,125,5
"YLT","20201109_153649_1006","PS2",2020-11-09,"1006","3884136","standard",100,100,32.9,157.6,4
"YLT","20201109_160633_09_2406","PSB.SD",2020-11-09,"2406","3882938","standard",99,99,34.5,164.8,4.6
"YLT","20201110_160411_44_2254","PSB.SD",2020-11-10,"2254","3886117","standard",50,50,34.1,164.9,0.1
"YLT","20201110_160413_79_2254","PSB.SD",2020-11-10,"2254","3886117","standard",34,34,34.3,164.9,0.1
"YLT","20201113_160551_26_2426","PSB.SD",2020-11-13,"2426","3896329","standard",99,99,33.3,165,5
"YLT","20201114_160459_12_227a","PSB.SD",2020-11-14,"227a","3898335","standard",99,99,33.1,165,4
"YLT","20201114_160501_50_227a","PSB.SD",2020-11-14,"227a","3898335","standard",98,98,33.2,164.9,4
